make_model_ordinal,price,type_ordinal,warranty_ordinal,mileage,gearbox_ordinal,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,comfort_&_convenience,entertainment_&_media,safety_&_security,empty_weight,general_inspection,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,Compact,Convertible,Coupe,Off-Road/Pick-up,Sedan,Station wagon
249,3500.0,0,1,265000.0,0,1,0,1560.0,6.0,118.0,1,Standard,Standard,Safety Premium Package,1393.0,Not_passed,0,No,Euro 5,0,2.0,0,11.0,82.0,4.4,0,0,1,0,0,0
266,1999.0,0,1,200000.0,1,1,1,2720.0,6.0,226.0,1,Standard,Standard,Safety Premium Package,1600.0,New,0,Yes,Euro 4,0,1.0,1,16.0,150.0,8.5,0,0,1,0,0,0
267,12990.0,0,1,79585.0,0,1,1,1997.0,6.0,139.0,1,Standard,Plus,Safety Premium Package,1445.0,New,1,Yes,Euro 5,1,1.0,0,10.0,120.0,5.3,0,0,1,0,0,0
266,5700.0,0,1,140000.0,0,0,0,2946.0,6.0,242.0,1,Standard,Standard,Safety Premium Package,1687.0,New,0,No,Euro 4,1,3.0,1,16.0,155.0,10.2,0,0,1,0,0,0
267,11400.0,0,1,94000.0,0,0,0,1598.0,6.0,149.0,1,Standard,Standard,Safety Standard Package,1315.0,New,0,No,Euro 5,0,2.0,0,11.0,115.0,6.4,0,0,1,0,0,0
267,11400.0,0,1,94000.0,0,0,0,1598.0,6.0,149.0,1,Standard,Standard,Safety Standard Package,1315.0,New,1,Yes,Euro 5,0,2.0,0,11.0,115.0,6.4,0,0,1,0,0,0
267,10500.0,0,1,131270.0,0,0,0,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1411.0,New,1,Yes,Euro 5,1,2.0,1,12.0,147.0,6.7,0,0,1,0,0,0
267,13800.0,0,1,163000.0,0,0,0,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1297.0,New,0,Yes,Euro 5,1,2.0,1,12.0,147.0,6.9,0,0,1,0,0,0
267,8100.0,0,1,93000.0,0,0,0,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1390.0,Not_passed,1,No,Euro 5,1,3.0,1,12.0,115.0,6.4,0,0,1,0,0,0
267,16500.0,0,1,24000.0,0,0,0,1598.0,6.0,155.0,1,Premium,Plus,Safety Premium Package,1411.0,New,1,Yes,Euro 5,1,1.0,0,10.0,147.0,6.7,0,0,1,0,0,0
267,13360.0,0,0,96200.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1372.0,New,1,Yes,Euro 5,1,4.0,0,10.0,147.0,6.9,0,0,1,0,0,0
267,12588.0,0,0,115300.0,0,0,1,1598.0,5.0,159.0,1,Standard,Standard,Safety Standard Package,1297.0,New,1,No,Euro 5,1,1.0,0,11.0,147.0,6.9,0,0,1,0,0,0
267,14950.0,0,0,77603.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,1,Yes,Euro 5,1,1.0,1,9.0,115.0,6.4,0,0,1,0,0,0
267,25290.0,0,0,86978.0,0,0,1,1587.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1355.0,New,1,No,Euro 6,1,2.0,0,8.0,199.0,6.3,0,0,1,0,0,0
267,9990.0,0,1,154028.0,0,1,1,1997.0,6.0,139.0,1,Premium,Standard,Safety Premium Package,1411.0,New,1,Yes,Euro 5,1,2.0,0,11.0,120.0,5.3,0,0,1,0,0,0
266,7950.0,0,0,177783.0,1,1,1,2720.0,6.0,226.0,1,Standard,Standard,Safety Premium Package,1600.0,New,1,Yes,Euro 4,1,2.0,1,14.0,150.0,8.5,0,0,1,0,0,0
267,12500.0,0,1,121500.0,0,0,0,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1372.0,New,0,Yes,Euro 5,1,4.0,1,9.0,147.0,6.7,0,0,1,0,0,0
252,12850.0,0,0,76900.0,0,1,1,1598.0,5.0,121.5,1,Standard,Standard,Safety Premium Package,1253.0,New,0,No,Euro 5,1,4.0,0,10.0,88.0,4.5,0,0,1,0,0,0
266,7000.0,0,1,65000.0,1,1,0,2720.0,6.0,226.0,1,Standard,Plus,Safety Premium Package,1799.0,Not_passed,1,Yes,Euro 4,1,1.0,1,14.0,150.0,8.5,0,0,1,0,0,0
267,13500.0,0,1,250000.0,0,1,0,1997.0,6.0,139.0,1,Standard,Standard,Safety Premium Package,1370.0,New,1,Yes,Euro 5,0,4.0,0,10.0,120.0,5.3,0,0,1,0,0,0
266,7990.0,0,1,168070.0,1,1,1,2721.0,6.0,226.0,1,Standard,Standard,Safety Premium Package,1600.0,Not_passed,0,No,Euro 4,1,1.0,1,14.0,152.0,8.5,0,0,1,0,0,0
267,13990.0,0,1,68822.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,1,Yes,Euro 5,0,1.0,1,9.0,115.0,6.4,0,0,1,0,0,0
267,9990.0,0,1,133000.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1297.0,Not_passed,1,No,Euro 5,0,3.0,1,12.0,115.0,6.4,0,0,1,0,0,0
266,3999.0,0,1,208000.0,1,1,1,2720.0,6.0,226.0,1,Standard,Standard,Safety Premium Plus Package,1600.0,Not_passed,0,No,Euro 4,0,3.0,1,15.0,150.0,8.5,0,0,1,0,0,0
267,11900.0,0,1,137700.0,0,0,1,1598.0,6.0,159.0,1,Premium,Standard,Safety Premium Package,1297.0,Not_passed,1,No,Euro 5,1,3.0,0,11.0,147.0,6.9,0,0,1,0,0,0
266,5999.0,0,1,255100.0,1,1,0,2992.0,6.0,226.0,1,Standard,Standard,Safety Premium Package,1781.0,New,1,Yes,Euro 5,1,2.0,1,13.0,177.0,7.2,0,0,1,0,0,0
267,14950.0,0,0,88000.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,1,Yes,Euro 5,1,2.0,0,8.0,115.0,6.4,0,0,1,0,0,0
267,9000.0,0,1,143000.0,0,0,0,1598.0,6.0,149.0,1,Standard,Plus,Safety Premium Plus Package,1390.0,New,1,Yes,Euro 6,1,1.0,0,11.0,115.0,7.0,0,0,1,0,0,0
266,2999.0,0,1,235755.0,1,0,1,2947.0,6.0,242.0,1,Standard,Standard,Safety Premium Package,1612.0,New,1,No,Euro 4,1,3.0,1,16.0,155.0,10.2,0,0,1,0,0,0
267,11999.0,0,1,90400.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Plus Package,1297.0,New,1,No,Euro 5,1,1.0,0,11.0,147.0,6.9,0,0,1,0,0,0
266,5900.0,0,1,154000.0,1,1,1,2720.0,6.0,226.0,1,Standard,Standard,Safety Premium Package,1799.0,Not_passed,1,Yes,Euro 4,1,3.0,1,15.0,150.0,8.5,0,0,1,0,0,0
267,10900.0,0,1,105000.0,0,0,0,1598.0,6.0,155.0,1,Premium,Plus,Safety Premium Package,1411.0,New,0,No,Euro 5,1,3.0,1,12.0,147.0,6.7,0,0,1,0,0,0
267,9500.0,0,1,129000.0,0,0,0,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,0,No,Euro 5,1,1.0,0,11.0,115.0,6.4,0,0,1,0,0,0
267,8900.0,0,0,169014.0,0,1,1,1598.0,6.0,139.0,1,Standard,Standard,Safety Standard Package,1297.0,New,0,No,Euro 5,1,3.0,1,12.0,120.0,5.3,0,0,1,0,0,0
267,11490.0,0,1,83281.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,0,No,Euro 5,1,1.0,0,11.0,115.0,6.4,0,0,1,0,0,0
267,13800.0,0,1,95000.0,0,0,1,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1297.0,New,1,No,Euro 5,1,2.0,0,8.0,147.0,6.7,0,0,1,0,0,0
267,12499.0,0,1,88632.0,0,0,1,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,0,2.0,1,8.0,115.0,6.7,0,0,1,0,0,0
267,15300.0,0,1,13000.0,0,0,0,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,1,1.0,0,11.0,147.0,6.9,0,0,1,0,0,0
267,18990.0,0,0,75306.0,0,1,1,1997.0,6.0,130.0,1,Standard,Standard,Safety Premium Package,1445.0,New,1,Yes,Euro 5,1,1.0,0,7.0,120.0,5.0,0,0,1,0,0,0
267,8990.0,0,0,160750.0,0,1,1,1997.0,6.0,139.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,No,Euro 5,1,3.0,0,11.0,120.0,5.3,0,0,1,0,0,0
267,9990.0,0,0,175351.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,0,1.0,0,10.0,147.0,6.9,0,0,1,0,0,0
267,10250.0,0,0,86891.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,0,Yes,Euro 5,0,3.0,1,12.0,115.0,6.4,0,0,1,0,0,0
266,4290.0,0,1,194000.0,1,1,1,2720.0,6.0,225.0,1,Standard,Standard,Safety Premium Package,1600.0,New,1,Yes,Euro 4,1,2.0,1,13.0,150.0,8.5,0,0,1,0,0,0
267,23550.0,0,1,71210.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1297.0,New,0,No,Euro 5,1,1.0,0,7.0,147.0,6.9,0,0,1,0,0,0
267,9800.0,0,0,145000.0,0,0,1,1598.0,6.0,152.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,1,3.0,1,9.0,115.0,6.4,0,0,1,0,0,0
267,12500.0,0,0,98000.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1297.0,New,0,No,Euro 5,1,1.0,0,10.0,115.0,6.4,0,0,1,0,0,0
267,14590.0,0,0,97733.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,1,Yes,Euro 5,1,1.0,0,7.0,115.0,6.4,0,0,1,0,0,0
267,11990.0,0,1,113000.0,0,0,1,1598.0,6.0,155.0,1,Premium,Plus,Safety Premium Package,1372.0,New,1,Yes,Euro 5,1,3.0,0,11.0,147.0,6.7,0,0,1,0,0,0
267,11500.0,0,1,175652.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1297.0,New,0,No,Euro 5,1,5.0,0,11.0,147.0,6.9,0,0,1,0,0,0
267,11499.0,0,0,112000.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1272.0,New,1,Yes,Euro 5,1,5.0,0,11.0,147.0,6.9,0,0,1,0,0,0
267,10990.0,0,0,94445.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,0,Yes,Euro 5,1,5.0,0,11.0,115.0,6.4,0,0,1,0,0,0
249,12000.0,0,1,60000.0,0,0,0,1598.0,6.0,162.0,1,Standard,Standard,Safety Premium Package,1610.0,New,0,No,Euro 5,0,3.0,1,9.0,147.0,7.0,0,0,1,0,0,0
249,4800.0,0,1,180000.0,0,1,0,1560.0,6.0,139.0,1,Standard,Standard,Safety Premium Plus Package,1570.0,New,0,No,Euro 5,0,5.0,0,11.0,80.0,5.3,0,0,1,0,0,0
266,5500.0,0,1,177000.0,1,1,0,2720.0,6.0,226.0,1,Premium,Standard,Safety Premium Package,1799.0,New,1,Yes,Euro 4,1,3.0,1,15.0,150.0,8.5,0,0,1,0,0,0
254,1700.0,0,1,165000.0,0,0,0,1587.0,5.0,178.0,1,Standard,Standard,Safety Premium Plus Package,1251.0,New,0,No,Euro 4,0,4.0,1,20.0,80.0,7.2,0,0,1,0,0,0
267,16450.0,0,0,45000.0,0,1,1,1997.0,6.0,130.0,1,Standard,Standard,Safety Premium Package,1445.0,New,1,Yes,Euro 5,1,2.0,0,8.0,120.0,5.0,0,0,1,0,0,0
267,9999.0,0,1,166100.0,0,1,1,1997.0,6.0,140.0,1,Standard,Standard,Safety Premium Plus Package,1297.0,New,1,Yes,Euro 5,1,2.0,0,10.0,120.0,5.3,0,0,1,0,0,0
267,14000.0,0,1,74000.0,0,0,0,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1372.0,Not_passed,1,Yes,Euro 5,1,2.0,1,9.0,147.0,6.7,0,0,1,0,0,0
267,11990.0,0,0,111797.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Plus Package,1297.0,New,1,Yes,Euro 5,1,3.0,1,12.0,147.0,6.9,0,0,1,0,0,0
267,22000.0,0,1,143000.0,0,0,0,1598.0,6.0,145.0,1,Premium,Standard,Safety Premium Package,1355.0,New,1,Yes,Euro 6,1,2.0,0,7.0,199.0,6.3,0,0,1,0,0,0
267,11500.0,0,0,139000.0,0,1,1,1997.0,6.0,139.0,1,Standard,Standard,Safety Premium Package,1445.0,New,0,Yes,Euro 5,1,2.0,0,10.0,120.0,5.3,0,0,1,0,0,0
267,10900.0,0,1,208000.0,0,1,1,1997.0,6.0,139.0,1,Standard,Standard,Safety Premium Package,1370.0,New,1,Yes,Euro 5,0,2.0,0,8.0,120.0,5.3,0,0,1,0,0,0
266,5900.0,0,1,117000.0,1,0,1,2946.0,6.0,242.0,1,Standard,Standard,Safety Premium Package,1600.0,Not_passed,0,No,Euro 4,1,3.0,1,16.0,155.0,10.2,0,0,1,0,0,0
267,12500.0,0,1,172000.0,0,1,0,1997.0,6.0,135.0,1,Standard,Standard,Safety Premium Package,1345.0,New,1,Yes,Euro 5,1,1.0,0,8.0,120.0,5.2,0,0,1,0,0,0
249,9000.0,0,1,177000.0,1,1,0,1997.0,6.0,172.0,1,Standard,Standard,Safety Premium Plus Package,1700.0,New,0,Yes,Euro 5,1,1.0,0,11.0,120.0,6.6,0,0,1,0,0,0
267,10500.0,0,1,100000.0,0,0,0,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1315.0,New,0,No,Euro 5,1,3.0,1,12.0,115.0,6.4,0,0,1,0,0,0
266,4000.0,0,1,194000.0,0,0,0,2230.0,6.0,219.0,1,Standard,Standard,Safety Premium Package,1600.0,Not_passed,0,No,Euro 4,1,3.0,1,16.0,120.0,9.2,0,0,1,0,0,0
267,11990.0,0,1,68000.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Standard Package,1315.0,New,1,Yes,Euro 5,1,2.0,0,10.0,115.0,6.4,0,0,1,0,0,0
267,7990.0,0,1,94300.0,0,0,1,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1297.0,Not_passed,0,No,Euro 5,0,1.0,0,11.0,115.0,6.7,0,0,1,0,0,0
267,10490.0,0,1,198000.0,0,1,1,1997.0,6.0,139.0,1,Standard,Standard,Safety Premium Plus Package,1445.0,Not_passed,0,No,Euro 5,1,2.0,1,9.0,120.0,5.3,0,0,1,0,0,0
252,3250.0,0,0,240000.0,0,1,1,1560.0,5.0,113.0,1,Standard,Standard,Safety Premium Plus Package,1253.0,New,1,No,Euro 5,0,1.0,0,11.0,68.0,4.3,0,0,1,0,0,0
252,2650.0,0,1,222607.0,0,0,1,1598.0,5.0,155.0,1,Standard,Standard,Safety Premium Plus Package,1253.0,New,1,No,Euro 4,0,1.0,0,14.0,88.0,6.5,0,0,1,0,0,0
267,15750.0,0,1,80000.0,0,0,0,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1272.0,New,1,No,Euro 5,1,2.0,1,9.0,147.0,6.7,0,0,1,0,0,0
267,13700.0,0,1,153000.0,0,0,0,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1390.0,New,0,Yes,Euro 5,1,2.0,0,10.0,115.0,6.4,0,0,1,0,0,0
267,9950.0,0,0,118780.0,0,0,1,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1250.0,New,1,No,Euro 5,1,3.0,1,12.0,115.0,6.7,0,0,1,0,0,0
267,15950.0,0,0,95380.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1250.0,New,1,No,Euro 5,1,3.0,0,7.0,115.0,6.4,0,0,1,0,0,0
267,8000.0,0,1,152000.0,0,0,0,1598.0,6.0,149.0,1,Standard,Plus,Safety Premium Package,1390.0,New,0,No,Euro 5,1,1.0,0,11.0,115.0,6.4,0,0,1,0,0,0
266,4600.0,0,1,110000.0,0,1,0,1997.0,6.0,226.0,1,Standard,Standard,Safety Premium Package,1545.0,New,0,No,Euro 4,1,3.0,1,12.0,103.0,5.6,0,0,1,0,0,0
267,13850.0,0,1,79900.0,0,0,0,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1297.0,Not_passed,1,Yes,Euro 5,0,2.0,0,10.0,147.0,6.9,0,0,1,0,0,0
267,8990.0,0,0,149000.0,0,0,1,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,0,1.0,0,11.0,115.0,6.7,0,0,1,0,0,0
267,9500.0,0,1,156500.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,No,Euro 5,0,3.0,1,12.0,115.0,6.4,0,0,1,0,0,0
267,15900.0,0,0,84771.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Plus Package,1372.0,New,1,Yes,Euro 5,1,2.0,1,9.0,147.0,6.9,0,0,1,0,0,0
266,4250.0,0,1,209178.0,1,0,1,2947.0,6.0,0.0,1,Standard,Standard,Safety Premium Package,1612.0,New,0,No,Euro 4,1,8.0,1,17.0,155.0,10.2,0,0,1,0,0,0
267,11399.0,0,1,93000.0,0,0,1,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1315.0,New,1,Yes,Euro 5,1,3.0,1,12.0,115.0,6.7,0,0,1,0,0,0
267,19900.0,0,1,93200.0,0,0,0,1598.0,6.0,150.0,1,Premium,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 6,1,1.0,0,7.0,147.0,6.7,0,0,1,0,0,0
267,14700.0,0,1,34800.0,0,0,1,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,1,1.0,0,8.0,115.0,6.7,0,0,1,0,0,0
266,6998.0,0,1,139980.0,1,0,1,2946.0,6.0,242.0,1,Premium,Standard,Safety Premium Package,1600.0,New,1,Yes,Euro 4,1,3.0,1,15.0,155.0,10.2,0,0,1,0,0,0
267,8990.0,0,1,120000.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,No,Euro 5,1,3.0,1,12.0,115.0,6.4,0,0,1,0,0,0
266,4800.0,0,1,233000.0,0,0,0,2230.0,6.0,219.0,1,Standard,Standard,Safety Premium Package,1600.0,Not_passed,0,No,Euro 4,1,3.0,1,16.0,120.0,9.2,0,0,1,0,0,0
266,7980.0,0,1,137000.0,1,1,1,2720.0,6.0,226.0,1,Standard,Standard,Safety Premium Package,1600.0,New,0,No,Euro 4,0,3.0,1,15.0,150.0,8.5,0,0,1,0,0,0
267,15490.0,0,1,77700.0,0,0,1,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1372.0,New,1,No,Euro 5,1,5.0,0,9.0,147.0,6.7,0,0,1,0,0,0
259,51491.0,0,0,30326.0,1,1,1,1598.0,6.0,41.0,2,Standard,Standard,Safety Premium Package,1901.0,New,1,No,Euro 6,1,1.0,1,1.0,265.0,0.0,0,0,1,0,0,0
249,29990.0,0,1,30300.0,0,0,1,1598.0,6.0,148.0,1,Premium,Standard,Safety Premium Package,1393.0,New,1,Yes,Euro 6,1,1.0,1,4.0,103.0,6.5,0,0,1,0,0,0
267,25980.0,0,0,82349.0,0,0,1,1598.0,6.0,145.0,1,Premium,Standard,Safety Premium Package,1355.0,New,1,Yes,Euro 6,1,2.0,0,7.0,199.0,6.3,0,0,1,0,0,0
266,3000.0,0,1,290000.0,0,1,0,2179.0,6.0,165.0,1,Standard,Standard,Safety Premium Package,1675.0,New,0,Yes,Euro 4,0,2.0,1,13.0,125.0,6.2,0,0,1,0,0,0
267,7200.0,0,1,139500.0,0,0,1,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Plus Package,1297.0,New,0,No,Euro 5,0,1.0,0,11.0,115.0,6.7,0,0,1,0,0,0
267,10500.0,0,1,110535.0,0,0,0,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1390.0,Not_passed,0,Yes,Euro 5,1,2.0,0,11.0,115.0,6.4,0,0,1,0,0,0
266,10400.0,0,0,27000.0,0,0,1,2230.0,6.0,219.0,1,Standard,Standard,Safety Premium Plus Package,1600.0,Not_passed,0,No,Euro 4,0,1.0,1,16.0,122.0,9.2,0,0,1,0,0,0
267,10980.0,0,0,87120.0,1,0,1,1598.0,6.0,168.0,1,Premium,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,0,2.0,0,11.0,115.0,7.3,0,0,1,0,0,0
266,2744.0,0,1,245579.0,0,0,1,2230.0,6.0,0.0,1,Standard,Standard,Safety Premium Plus Package,1500.0,Not_passed,0,No,Euro 4,1,3.0,1,16.0,121.0,8.7,0,0,1,0,0,0
267,8999.0,0,1,161314.0,0,0,1,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1250.0,New,0,No,Euro 5,0,2.0,0,10.0,115.0,6.7,0,0,1,0,0,0
267,10990.0,0,1,173620.0,0,0,0,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1315.0,New,0,No,Euro 5,1,3.0,0,10.0,115.0,6.4,0,0,1,0,0,0
267,7500.0,0,1,124500.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1315.0,New,1,Yes,Euro 5,1,3.0,1,12.0,115.0,6.4,0,0,1,0,0,0
268,3000.0,0,1,303000.0,0,1,0,2179.0,5.0,168.0,1,Standard,Standard,Safety Premium Plus Package,1460.0,Not_passed,0,Yes,Euro 3,1,2.0,1,19.0,98.0,6.4,0,0,1,0,0,0
267,9500.0,0,1,143000.0,0,0,0,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1390.0,New,1,Yes,Euro 5,1,2.0,1,12.0,115.0,6.4,0,0,1,0,0,0
267,15750.0,0,1,24624.0,1,0,0,1598.0,6.0,168.0,1,Standard,Standard,Safety Premium Package,1372.0,New,1,No,Euro 5,1,1.0,1,9.0,115.0,7.3,0,0,1,0,0,0
267,13995.0,0,1,80961.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1272.0,New,1,No,Euro 5,1,4.0,0,11.0,147.0,6.9,0,0,1,0,0,0
266,18990.0,0,0,16624.0,0,1,1,1997.0,6.0,141.0,1,Standard,Standard,Safety Premium Package,1607.0,New,1,No,Euro 4,1,2.0,1,12.0,100.0,5.4,0,0,1,0,0,0
267,10500.0,0,1,155000.0,0,0,0,1600.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1297.0,Not_passed,1,Yes,Euro 5,1,1.0,0,11.0,115.0,6.6,0,0,1,0,0,0
267,13980.0,0,0,97900.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1372.0,New,0,No,Euro 5,1,1.0,0,11.0,147.0,6.9,0,0,1,0,0,0
267,10690.0,0,0,53634.0,0,0,1,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1297.0,New,0,No,Euro 5,0,1.0,0,11.0,115.0,6.7,0,0,1,0,0,0
266,4500.0,0,1,180000.0,0,0,0,2230.0,6.0,219.0,1,Standard,Standard,Safety Standard Package,1525.0,Not_passed,0,No,Euro 4,1,3.0,1,15.0,120.0,9.2,0,0,1,0,0,0
268,6500.0,0,1,213000.0,1,0,0,2946.0,5.0,248.0,1,Standard,Standard,Safety Premium Package,1445.0,Not_passed,0,No,Euro 3,1,2.0,1,19.0,152.0,10.4,0,0,1,0,0,0
266,4450.0,0,1,103159.0,0,0,1,2230.0,6.0,219.0,1,Standard,Standard,Safety Premium Package,1500.0,Not_passed,0,No,Euro 4,1,1.0,1,15.0,121.0,9.2,0,0,1,0,0,0
250,10450.0,0,1,123000.0,0,0,1,1997.0,5.0,204.0,1,Standard,Standard,Safety Premium Plus Package,1252.0,New,1,Yes,Euro 4,1,3.0,1,18.0,130.0,8.6,0,0,1,0,0,0
267,7150.0,0,1,139150.0,0,0,0,1598.0,6.0,155.0,1,Standard,Standard,Safety Standard Package,1390.0,New,0,Yes,Euro 5,0,2.0,1,12.0,115.0,6.4,0,0,1,0,0,0
267,14950.0,0,0,45800.0,0,0,1,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1350.0,New,1,Yes,Euro 5,1,2.0,0,10.0,115.0,6.4,0,0,1,0,0,0
267,12490.0,0,1,134600.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1315.0,New,1,Yes,Euro 5,1,4.0,1,9.0,115.0,6.4,0,0,1,0,0,0
267,10790.0,0,1,144422.0,1,0,1,1598.0,6.0,168.0,1,Standard,Standard,Safety Premium Package,1272.0,New,0,No,Euro 5,1,1.0,0,11.0,115.0,7.3,0,0,1,0,0,0
267,9750.0,0,1,196579.0,0,1,1,1997.0,6.0,139.0,1,Premium,Standard,Safety Premium Plus Package,1345.0,New,1,No,Euro 5,1,2.0,0,11.0,121.0,5.3,0,0,1,0,0,0
267,11490.0,0,1,136743.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1336.0,New,0,Yes,Euro 5,1,2.0,0,11.0,147.0,6.9,0,0,1,0,0,0
267,16900.0,0,1,27600.0,0,0,1,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1297.0,New,1,Yes,Euro 5,1,2.0,1,12.0,115.0,6.7,0,0,1,0,0,0
267,18750.0,0,0,52000.0,0,0,1,1598.0,6.0,155.0,1,Premium,Standard,Safety Premium Package,1372.0,New,1,Yes,Euro 5,1,2.0,0,10.0,147.0,6.7,0,0,1,0,0,0
254,800.0,0,1,66000.0,0,0,1,1587.0,5.0,178.0,1,Standard,Standard,Safety Standard Package,1528.0,Not_passed,0,No,Euro 4,0,3.0,1,16.0,80.0,7.6,0,0,1,0,0,0
267,14940.0,0,0,82196.0,0,0,1,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1272.0,New,1,Yes,Euro 5,1,2.0,0,10.0,147.0,6.7,0,0,1,0,0,0
267,12900.0,0,1,98000.0,1,0,0,1598.0,6.0,155.0,1,Standard,Standard,Safety Premium Package,1297.0,New,0,Yes,Euro 5,1,4.0,1,9.0,115.0,7.3,0,0,1,0,0,0
267,12500.0,0,1,70000.0,0,0,1,1598.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1350.0,New,1,Yes,Euro 5,1,1.0,0,10.0,115.0,6.4,0,0,1,0,0,0
267,14990.0,0,1,57990.0,0,0,0,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1315.0,New,1,No,Euro 5,1,1.0,0,8.0,115.0,6.4,0,0,1,0,0,0
267,16290.0,0,1,45500.0,0,0,1,1598.0,6.0,159.0,1,Standard,Standard,Safety Premium Package,1372.0,New,0,Yes,Euro 5,1,2.0,0,10.0,147.0,6.9,0,0,1,0,0,0
267,14990.0,0,0,45936.0,0,0,1,1598.0,6.0,149.0,1,Premium,Standard,Safety Premium Package,1297.0,New,0,No,Euro 5,0,1.0,1,9.0,115.0,6.4,0,0,1,0,0,0
266,15900.0,0,0,70000.0,1,1,1,2720.0,6.0,226.0,1,Standard,Standard,Safety Premium Plus Package,1600.0,Not_passed,0,No,Euro 4,1,1.0,1,15.0,150.0,8.5,0,0,1,0,0,0
